rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,complain,satisfaction_score,card_type,point_earned,payment_proxy,churn,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,revenue_at_risk,high_risk_customer_flag,active_status,credit_card_status,product_segment
111,15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,0,4,SILVER,347,SILVER,0,18-30,3-5 years,Medium,Medium,2419.65,201.64,Medium,7258.95,Silver,0.0,0,Active,No Credit Card,1 product(s)
112,15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,0,5,SILVER,534,SILVER,0,31-40,6-8 years,High,Low,2804.26,233.69,Medium,19629.82,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
113,15715951,Thorpe,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,0,5,PLATINUM,709,PLATINUM,0,41-50,0-2 years,High,Medium,2913.25,242.77,High,5826.5,Silver,0.0,0,Inactive,No Credit Card,1 product(s)
114,15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0,4,SILVER,749,SILVER,0,31-40,9-10 years,High,Low,2733.28,227.77,Medium,24599.52,Platinum,0.0,0,Active,No Credit Card,1 product(s)
115,15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,1,5,PLATINUM,541,PLATINUM,1,18-30,9-10 years,Very High,High,4106.52,342.21,Very High,36958.68,Platinum,4106.52,1,Active,No Credit Card,2 product(s)
116,15675522,Ko,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,0,2,GOLD,736,GOLD,0,18-30,9-10 years,Very High,Medium,3625.87,302.16,Very High,32632.83,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
117,15705512,Welch,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,0,4,SILVER,529,SILVER,0,31-40,6-8 years,Very High,High,4319.98,360.0,Very High,25919.88,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
118,15698028,Duncan,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0,4,GOLD,594,GOLD,0,41-50,0-2 years,Low,Low,695.83,57.99,Low,695.83,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
119,15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,1,1,SILVER,462,SILVER,1,31-40,6-8 years,High,Very High,3506.0,292.17,High,28048.0,Platinum,3506.0,1,Inactive,Has Credit Card,1 product(s)
120,15600781,Wu,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,0,3,PLATINUM,429,PLATINUM,0,31-40,3-5 years,Very High,High,4762.15,396.85,Very High,19048.6,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
121,15682472,Culbreth,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,0,4,SILVER,370,SILVER,0,31-40,6-8 years,Very High,Low,3204.33,267.03,High,25634.64,Platinum,0.0,0,Inactive,No Credit Card,2 product(s)
122,15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,0,1,PLATINUM,510,PLATINUM,0,31-40,6-8 years,High,Medium,3279.52,273.29,High,19677.12,Platinum,0.0,1,Inactive,No Credit Card,1 product(s)
123,15690673,Cameron,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0,4,DIAMOND,638,DIAMOND,0,31-40,6-8 years,Low,High,1264.35,105.36,Medium,7586.1,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
124,15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0,1,GOLD,462,GOLD,0,41-50,9-10 years,High,Very High,3869.34,322.44,Very High,38693.4,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
125,15779659,Zetticci,625,France,Female,28,3,0.0,1,0,0,183646.41,0,0,4,GOLD,718,GOLD,0,18-30,3-5 years,Low,Very High,1397.23,116.44,Medium,4191.69,Bronze,0.0,0,Inactive,No Credit Card,1 product(s)
126,15627360,Fuller,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,1,3,DIAMOND,437,DIAMOND,1,41-50,9-10 years,Very High,High,3941.9,328.49,Very High,35477.1,Platinum,3941.9,1,Inactive,Has Credit Card,1 product(s)
127,15671137,MacDonald,549,France,Female,52,1,0.0,1,0,1,8636.05,1,1,4,DIAMOND,485,DIAMOND,1,51-60,0-2 years,Low,Low,405.68,33.81,Low,405.68,Bronze,405.68,1,Active,No Credit Card,1 product(s)
128,15782688,Piccio,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,1,3,PLATINUM,410,PLATINUM,1,51-60,0-2 years,Very High,Low,3529.27,294.11,High,3529.27,Bronze,3529.27,1,Inactive,Has Credit Card,1 product(s)
129,15575492,Kennedy,828,France,Female,41,7,0.0,2,1,0,171378.77,0,0,2,PLATINUM,666,PLATINUM,0,41-50,6-8 years,Low,Very High,1429.89,119.16,Medium,10009.23,Gold,0.0,1,Inactive,Has Credit Card,2 product(s)
130,15591607,Fernie,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0,4,GOLD,730,GOLD,0,18-30,9-10 years,High,Very High,3357.82,279.82,High,30220.38,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
131,15740404,He,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0,2,PLATINUM,375,PLATINUM,0,31-40,3-5 years,Low,High,1048.63,87.39,Low,3145.89,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
132,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,0,5,GOLD,411,GOLD,0,31-40,9-10 years,Very High,High,3517.42,293.12,High,31656.78,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
133,15677871,Cocci,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,0,4,DIAMOND,595,DIAMOND,0,31-40,9-10 years,High,Low,3046.96,253.91,High,27422.64,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
134,15642004,Alekseeva,686,France,Male,25,1,0.0,2,0,1,16459.37,0,0,1,DIAMOND,578,DIAMOND,0,18-30,0-2 years,Low,Low,611.3,50.94,Low,611.3,Bronze,0.0,0,Active,No Credit Card,2 product(s)
135,15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,0,2,PLATINUM,377,PLATINUM,0,31-40,6-8 years,High,High,3547.12,295.59,High,24829.84,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
136,15584518,Arthur,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,0,2,GOLD,831,GOLD,0,41-50,3-5 years,Very High,Low,3728.11,310.68,Very High,18640.55,Gold,0.0,0,Active,Has Credit Card,2 product(s)
137,15802381,Li,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0,1,SILVER,497,SILVER,0,31-40,3-5 years,Medium,Very High,2480.7,206.72,Medium,12403.5,Gold,0.0,0,Active,No Credit Card,1 product(s)
138,15610156,Ma,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,0,1,PLATINUM,374,PLATINUM,0,31-40,0-2 years,Very High,Medium,3442.09,286.84,High,6884.18,Silver,0.0,0,Active,No Credit Card,1 product(s)
139,15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0,4,DIAMOND,814,DIAMOND,1,41-50,0-2 years,Very High,Medium,5165.73,430.48,Very High,10331.46,Gold,5165.73,0,Inactive,Has Credit Card,1 product(s)
140,15640905,Vasin,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,1,4,GOLD,247,GOLD,1,31-40,0-2 years,Very High,Low,2996.26,249.69,High,2996.26,Bronze,2996.26,1,Active,No Credit Card,2 product(s)
141,15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0,5,PLATINUM,965,PLATINUM,0,41-50,9-10 years,Very High,Very High,4299.26,358.27,Very High,42992.6,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
142,15724944,Tien,663,France,Male,34,7,0.0,2,1,1,180427.24,0,0,3,SILVER,912,SILVER,0,31-40,6-8 years,Low,Very High,1598.14,133.18,Medium,11186.98,Gold,0.0,0,Active,Has Credit Card,2 product(s)
143,15628145,Forwood,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0,4,GOLD,462,GOLD,0,41-50,3-5 years,High,Very High,3834.63,319.55,Very High,19173.15,Gold,0.0,0,Active,Has Credit Card,1 product(s)
144,15713483,Greeves,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,1,5,GOLD,883,GOLD,1,51-60,0-2 years,Low,Very High,1357.12,113.09,Medium,2714.24,Bronze,1357.12,1,Inactive,Has Credit Card,1 product(s)
145,15612350,Taylor,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0,2,SILVER,402,SILVER,1,31-40,3-5 years,Medium,High,1770.38,147.53,Medium,8851.9,Silver,1770.38,1,Inactive,Has Credit Card,1 product(s)
146,15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,0,4,GOLD,764,GOLD,0,18-30,3-5 years,High,Medium,3035.85,252.99,High,15179.25,Gold,0.0,0,Active,Has Credit Card,1 product(s)
147,15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0,1,PLATINUM,608,PLATINUM,0,18-30,6-8 years,Very High,High,4015.32,334.61,Very High,32122.56,Platinum,0.0,1,Inactive,Has Credit Card,2 product(s)
148,15754105,Olisanugo,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,0,5,PLATINUM,652,PLATINUM,0,31-40,3-5 years,High,Low,2707.82,225.65,Medium,13539.1,Gold,0.0,0,Inactive,No Credit Card,1 product(s)
149,15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,0,2,SILVER,520,SILVER,0,41-50,9-10 years,High,Medium,3167.81,263.98,High,28510.29,Platinum,0.0,1,Inactive,Has Credit Card,1 product(s)
150,15794413,Harris,416,France,Male,32,0,0.0,2,0,1,878.87,0,0,5,GOLD,884,GOLD,0,31-40,0-2 years,Low,Low,686.39,57.2,Low,686.39,Bronze,0.0,0,Active,No Credit Card,2 product(s)
151,15650237,Morgan,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,0,1,SILVER,800,SILVER,0,31-40,6-8 years,Low,Medium,1087.6,90.63,Low,7613.2,Silver,0.0,1,Inactive,Has Credit Card,2 product(s)
152,15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,1,1,4,GOLD,697,GOLD,1,41-50,9-10 years,Low,Very High,1217.96,101.5,Medium,10961.64,Gold,1217.96,1,Inactive,Has Credit Card,1 product(s)
153,15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0,2,SILVER,427,SILVER,0,41-50,6-8 years,Low,Very High,1357.5,113.12,Medium,10860.0,Gold,0.0,1,Inactive,Has Credit Card,2 product(s)
154,15689044,Humphries,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,0,1,DIAMOND,620,DIAMOND,0,31-40,0-2 years,High,Medium,3475.42,289.62,High,6950.84,Silver,0.0,1,Inactive,Has Credit Card,1 product(s)
155,15709368,Milne,614,France,Female,43,6,0.0,2,1,1,109041.53,0,0,1,PLATINUM,318,PLATINUM,0,41-50,6-8 years,Low,High,944.21,78.68,Low,5665.26,Silver,0.0,0,Active,Has Credit Card,2 product(s)
156,15679145,Chou,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,1,1,GOLD,701,GOLD,1,51-60,6-8 years,Low,Low,560.21,46.68,Low,3921.47,Bronze,560.21,1,Inactive,Has Credit Card,1 product(s)
157,15655007,Li,758,France,Female,33,7,0.0,2,0,0,82996.47,0,0,4,PLATINUM,953,PLATINUM,0,31-40,6-8 years,Low,Medium,1131.48,94.29,Low,7920.36,Silver,0.0,0,Inactive,No Credit Card,2 product(s)
158,15623595,Clayton,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0,5,PLATINUM,635,PLATINUM,0,18-30,0-2 years,Low,Medium,1017.84,84.82,Low,2035.68,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
159,15589975,Maclean,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,0,1,PLATINUM,250,PLATINUM,0,61+,6-8 years,High,High,2713.78,226.15,Medium,16282.68,Gold,0.0,0,Active,No Credit Card,1 product(s)
160,15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,0,3,SILVER,662,SILVER,0,31-40,3-5 years,High,High,3479.37,289.95,High,13917.48,Gold,0.0,0,Inactive,No Credit Card,1 product(s)
161,15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,0,2,GOLD,666,GOLD,0,18-30,6-8 years,High,Medium,2897.7,241.48,High,17386.2,Gold,0.0,0,Active,No Credit Card,1 product(s)
162,15641122,Wei,684,France,Male,30,2,0.0,2,1,0,83473.82,0,0,4,DIAMOND,699,DIAMOND,0,18-30,0-2 years,Low,Medium,1006.87,83.91,Low,2013.74,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
163,15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,0,3,PLATINUM,855,PLATINUM,0,41-50,6-8 years,High,Low,2943.27,245.27,High,20602.89,Platinum,0.0,0,Inactive,No Credit Card,1 product(s)
164,15680772,Hu,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0,5,SILVER,534,SILVER,0,31-40,0-2 years,Low,High,1041.89,86.82,Low,2083.78,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
165,15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,1,1,PLATINUM,388,PLATINUM,1,18-30,0-2 years,Very High,Medium,3265.97,272.16,High,3265.97,Bronze,3265.97,1,Inactive,Has Credit Card,1 product(s)
166,15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0,5,GOLD,612,GOLD,0,31-40,9-10 years,High,High,3749.17,312.43,Very High,33742.53,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
167,15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,1,2,PLATINUM,801,PLATINUM,1,18-30,6-8 years,High,Very High,3593.7,299.47,Very High,25155.9,Platinum,3593.7,1,Inactive,Has Credit Card,1 product(s)
168,15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,0,1,PLATINUM,561,PLATINUM,0,41-50,9-10 years,High,Very High,3563.26,296.94,Very High,32069.34,Platinum,0.0,1,Inactive,Has Credit Card,1 product(s)
169,15574692,Pinto,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,1,5,PLATINUM,308,PLATINUM,1,31-40,0-2 years,Low,Low,597.61,49.8,Low,1195.22,Bronze,597.61,1,Inactive,Has Credit Card,2 product(s)
170,15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,0,5,SILVER,643,SILVER,0,18-30,9-10 years,Medium,Medium,1985.77,165.48,Medium,17871.93,Gold,0.0,0,Inactive,No Credit Card,2 product(s)
171,15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0,1,GOLD,249,GOLD,0,18-30,3-5 years,Very High,Very High,3666.88,305.57,Very High,14667.52,Gold,0.0,1,Inactive,Has Credit Card,1 product(s)
172,15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,1,2,SILVER,818,SILVER,0,18-30,3-5 years,Medium,Very High,3345.51,278.79,High,16727.55,Gold,0.0,1,Inactive,Has Credit Card,2 product(s)
173,15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,1,1,GOLD,775,GOLD,1,41-50,9-10 years,Very High,Low,3127.03,260.59,High,31270.3,Platinum,3127.03,1,Inactive,Has Credit Card,1 product(s)
174,15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,1,5,DIAMOND,872,DIAMOND,0,18-30,3-5 years,Very High,High,4506.18,375.52,Very High,18024.72,Gold,0.0,1,Inactive,Has Credit Card,1 product(s)
175,15625524,Rowe,512,France,Male,40,5,0.0,2,1,1,146457.83,0,0,3,DIAMOND,435,DIAMOND,0,31-40,3-5 years,Low,High,1189.79,99.15,Low,5948.95,Silver,0.0,0,Active,Has Credit Card,2 product(s)
176,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,0,2,SILVER,415,SILVER,0,31-40,6-8 years,Very High,Low,3141.29,261.77,High,21989.03,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
177,15645248,Ho,510,France,Female,30,0,0.0,2,1,1,130553.47,0,0,2,DIAMOND,430,DIAMOND,0,18-30,0-2 years,Low,High,1107.77,92.31,Low,1107.77,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
178,15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,0,5,PLATINUM,929,PLATINUM,0,31-40,3-5 years,Very High,Very High,5410.85,450.9,Very High,27054.25,Platinum,0.0,0,Inactive,No Credit Card,2 product(s)
179,15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,0,5,SILVER,681,SILVER,0,31-40,6-8 years,High,Medium,2974.23,247.85,High,23793.84,Platinum,0.0,0,Active,No Credit Card,1 product(s)
180,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,1,4,GOLD,810,GOLD,1,51-60,3-5 years,Very High,Low,3797.58,316.46,Very High,11392.74,Gold,3797.58,1,Inactive,Has Credit Card,1 product(s)
181,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0,5,GOLD,739,GOLD,0,41-50,0-2 years,High,Low,3033.14,252.76,High,6066.28,Silver,0.0,0,Active,Has Credit Card,1 product(s)
182,15789669,Hsia,510,France,Male,65,2,0.0,2,1,1,48071.61,0,0,1,SILVER,280,SILVER,0,61+,0-2 years,Low,Low,620.36,51.7,Low,1240.72,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
183,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0,2,DIAMOND,250,DIAMOND,0,41-50,0-2 years,Very High,Very High,4480.66,373.39,Very High,4480.66,Silver,0.0,1,Inactive,Has Credit Card,2 product(s)
184,15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,0,0,4,PLATINUM,991,PLATINUM,0,41-50,0-2 years,Low,Medium,1012.85,84.4,Low,2025.7,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
185,15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,1,1,2,GOLD,482,GOLD,1,41-50,3-5 years,Low,Low,403.73,33.64,Low,1614.92,Bronze,403.73,1,Active,Has Credit Card,1 product(s)
186,15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0,0,4,PLATINUM,423,PLATINUM,0,31-40,6-8 years,Low,Medium,930.79,77.57,Low,7446.32,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
187,15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0,5,GOLD,260,GOLD,0,31-40,0-2 years,High,Very High,3204.94,267.08,High,3204.94,Bronze,0.0,0,Inactive,Has Credit Card,1 product(s)
188,15708710,Ford,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0,5,SILVER,642,SILVER,0,31-40,0-2 years,Low,High,1098.61,91.55,Low,1098.61,Bronze,0.0,0,Active,No Credit Card,1 product(s)
189,15726676,Marshall,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0,4,PLATINUM,701,PLATINUM,0,18-30,3-5 years,Low,Very High,1571.04,130.92,Medium,7855.2,Silver,0.0,0,Active,No Credit Card,2 product(s)
190,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0,4,GOLD,570,GOLD,0,31-40,6-8 years,High,High,3495.59,291.3,High,24469.13,Platinum,0.0,0,Inactive,Has Credit Card,2 product(s)
191,15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,1,4,GOLD,790,GOLD,1,41-50,6-8 years,Medium,Medium,2224.21,185.35,Medium,17793.68,Gold,2224.21,1,Inactive,No Credit Card,2 product(s)
192,15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,0,5,PLATINUM,727,PLATINUM,0,31-40,3-5 years,Medium,Low,2378.43,198.2,Medium,7135.29,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
193,15756850,Golovanov,479,France,Male,40,1,0.0,2,0,0,114996.43,0,0,3,SILVER,909,SILVER,0,31-40,0-2 years,Low,High,1269.48,105.79,Medium,1269.48,Bronze,0.0,0,Inactive,No Credit Card,2 product(s)
194,15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,0,2,GOLD,799,GOLD,0,31-40,6-8 years,Medium,Medium,2814.54,234.54,Medium,22516.32,Platinum,0.0,1,Inactive,Has Credit Card,1 product(s)
195,15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0,1,DIAMOND,520,DIAMOND,0,18-30,9-10 years,Medium,High,2374.6,197.88,Medium,21371.4,Platinum,0.0,1,Inactive,Has Credit Card,2 product(s)
196,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0,0,3,SILVER,861,SILVER,0,31-40,3-5 years,Very High,Low,4049.3,337.44,Very High,12147.9,Gold,0.0,0,Active,Has Credit Card,1 product(s)
197,15635905,Moran,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0,5,GOLD,512,GOLD,0,31-40,6-8 years,Low,Low,711.01,59.25,Low,4266.06,Silver,0.0,0,Active,Has Credit Card,2 product(s)
198,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0,1,PLATINUM,478,PLATINUM,0,31-40,3-5 years,High,Very High,3306.37,275.53,High,9919.11,Gold,0.0,0,Active,Has Credit Card,1 product(s)
199,15656176,Jenkins,501,France,Male,57,10,0.0,2,1,1,47847.19,0,0,5,PLATINUM,374,PLATINUM,0,51-60,9-10 years,Low,Low,666.24,55.52,Low,6662.4,Silver,0.0,0,Active,Has Credit Card,2 product(s)
200,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,0,4,PLATINUM,280,PLATINUM,0,31-40,6-8 years,Medium,Low,2240.92,186.74,Medium,13445.52,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
201,15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,0,2,DIAMOND,615,DIAMOND,0,18-30,0-2 years,Very High,Low,3278.19,273.18,High,6556.38,Silver,0.0,0,Active,Has Credit Card,1 product(s)
202,15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0,3,GOLD,435,GOLD,0,41-50,3-5 years,High,High,3052.95,254.41,High,12211.8,Gold,0.0,0,Active,No Credit Card,1 product(s)
203,15600974,He,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,1,5,GOLD,509,GOLD,1,41-50,3-5 years,Low,High,1105.23,92.1,Low,5526.15,Silver,1105.23,1,Active,No Credit Card,1 product(s)
204,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,1,4,DIAMOND,321,DIAMOND,1,31-40,0-2 years,Very High,Low,3052.82,254.4,High,6105.64,Silver,3052.82,1,Active,Has Credit Card,2 product(s)
205,15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,0,1,PLATINUM,726,PLATINUM,0,31-40,3-5 years,Very High,Medium,4489.69,374.14,Very High,13469.07,Gold,0.0,1,Inactive,Has Credit Card,1 product(s)
206,15773039,Ku,550,France,Male,37,3,0.0,1,1,1,179670.31,0,0,3,GOLD,516,GOLD,0,31-40,3-5 years,Low,Very High,1276.35,106.36,Medium,3829.05,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
207,15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,1,3,PLATINUM,639,PLATINUM,1,41-50,3-5 years,Medium,Very High,3231.3,269.28,High,9693.9,Gold,3231.3,1,Inactive,No Credit Card,1 product(s)
208,15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0,2,SILVER,512,SILVER,0,31-40,3-5 years,Very High,Very High,3834.86,319.57,Very High,19174.3,Gold,0.0,0,Active,Has Credit Card,1 product(s)
209,15684181,Hackett,643,France,Male,45,5,0.0,1,1,0,142513.5,1,1,3,GOLD,730,GOLD,1,41-50,3-5 years,Low,High,1197.57,99.8,Low,5987.85,Silver,1197.57,1,Inactive,Has Credit Card,1 product(s)
210,15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0,3,DIAMOND,244,DIAMOND,0,41-50,0-2 years,High,Very High,3160.86,263.41,High,6321.72,Silver,0.0,0,Active,No Credit Card,1 product(s)
211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0,3,PLATINUM,292,PLATINUM,0,31-40,0-2 years,Very High,Very High,4469.2,372.43,Very High,8938.4,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
212,15624592,Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,0,0,3,GOLD,245,GOLD,0,31-40,6-8 years,Low,Very High,1212.08,101.01,Medium,9696.64,Gold,0.0,0,Active,Has Credit Card,2 product(s)
213,15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0,0,3,DIAMOND,848,DIAMOND,0,41-50,9-10 years,Low,Medium,1108.26,92.36,Low,9974.34,Gold,0.0,0,Inactive,No Credit Card,2 product(s)
214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,0,3,SILVER,974,SILVER,0,31-40,0-2 years,Medium,Low,2072.13,172.68,Medium,2072.13,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
215,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,0,4,DIAMOND,958,DIAMOND,0,18-30,3-5 years,High,Medium,3386.88,282.24,High,13547.52,Gold,0.0,0,Inactive,No Credit Card,2 product(s)
216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,1,3,GOLD,629,GOLD,1,41-50,6-8 years,High,Very High,3361.38,280.12,High,23529.66,Platinum,3361.38,1,Active,No Credit Card,1 product(s)
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0,3,DIAMOND,310,DIAMOND,0,41-50,6-8 years,Medium,High,1930.29,160.86,Medium,13512.03,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
218,15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0,1,SILVER,621,SILVER,0,31-40,9-10 years,Low,Very High,1433.38,119.45,Medium,12900.42,Gold,0.0,1,Inactive,No Credit Card,2 product(s)
219,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,1,4,DIAMOND,924,DIAMOND,1,41-50,0-2 years,High,Low,2992.43,249.37,High,2992.43,Bronze,2992.43,1,Inactive,Has Credit Card,2 product(s)
220,15774854,Fuller,592,France,Male,54,8,0.0,1,1,1,28737.71,1,1,2,PLATINUM,359,PLATINUM,1,51-60,6-8 years,Low,Low,443.19,36.93,Low,3545.52,Bronze,443.19,1,Active,Has Credit Card,1 product(s)
221,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,0,5,SILVER,811,SILVER,0,31-40,9-10 years,High,Medium,3430.83,285.9,High,30877.47,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
